,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,cMedPrice,bMedPrice,cInterval,bInterval,new_user,onlineStatus_ n,onlineStatus_ y,availability_ completely not orderable,availability_ completely orderable,availability_ desconhecida,availability_ mainly not determinable,availability_ mainly not orderable,availability_ mainly orderable,availability_ mixed,order_ y
3631,3632,11,5,257.703,3,14.99,14.99,29.98,1,14.99,14.99,14.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.1000667111407605,0.066711140760507,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
3632,3633,11,5,601.7180000000001,19,10.0,39.99,481.85,1,29.99,29.99,29.99,1.0,0.0,70.0,0.0,0.0,27.0,2.0,494.0,0.03943135830652693,0.03334444814938313,29.990000000000002,0.0,0,0,0,0,0,1,0,0,0,0,0
3633,3634,11,5,394.694,13,4.99,9.99,93.88,2,4.99,7.99,12.98,1.0,300.0,519.0,106.0,2.0,40.0,2.0,236.0,0.13881177123820101,0.15139163852334922,5.0,3.0,0,0,1,0,1,0,0,0,0,0,1
3634,3635,11,5,718.8760000000001,18,49.95,79.95,944.34,1,69.95,69.95,69.95,5.0,2400.0,501.0,104.0,1.0,33.0,2.0,36.0,0.019669272338311485,0.014295925661186561,30.0,0.0,0,0,1,0,1,0,0,0,0,0,1
3635,3636,11,5,919.454,5,59.99,59.99,119.98,1,59.99,59.99,59.99,1.0,600.0,558.0,14.0,2.0,34.0,2.0,56.0,0.04167361226871145,0.01666944490748458,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
3636,3637,11,5,411.509,5,19.99,24.99,114.95,1,24.99,24.99,24.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.04349717268377555,0.040016006402561026,5.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3637,3638,11,5,7.138,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,300.0,537.0,5.0,0.0,53.0,1.0,32.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3638,3639,11,5,5495.272,68,3.99,89.99,1002.89,7,3.99,15.0,73.44,5.0,300.0,447.0,92.0,27.0,58.0,2.0,14.0,0.06634836406776062,0.08911925590543113,86.0,11.01,0,0,1,0,1,0,0,0,0,0,1
3639,3640,11,5,2983.498,29,7.0,89.99,780.88,3,7.0,16.0,39.0,5.0,15500.0,551.0,209.0,130.0,41.0,2.0,11.0,0.035988779388782345,0.07476635514018691,82.99,9.0,0,0,1,0,1,0,0,0,0,0,1
3640,3641,11,5,2719.551,12,7.49,19.99,152.38,5,7.99,19.99,63.95,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.06919218128351497,0.06583278472679394,12.499999999999998,11.999999999999998,0,0,0,0,0,1,0,0,0,0,0
3641,3642,11,5,12479.188,130,4.99,24.99,1471.52,19,5.99,19.99,200.81,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.08603392977783836,0.09286967289237436,20.0,13.999999999999998,0,0,1,0,1,0,0,0,0,0,1
3642,3643,11,5,427.783,6,4.99,59.99,120.94,6,4.99,59.99,120.94,1.0,4000.0,572.0,326.0,5.0,66.0,1.0,57.0,0.050570655137879394,0.050570655137879394,55.0,55.0,0,0,1,0,1,0,0,0,0,0,1
3643,3644,11,5,288.151,3,3.95,3.95,7.9,1,3.95,3.95,3.95,1.0,600.0,70.0,204.0,1.0,53.0,2.0,364.0,0.379746835443038,0.25316455696202533,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3644,3645,11,5,525.29,4,39.99,39.99,39.99,1,39.99,39.99,39.99,1.0,600.0,557.0,100.0,5.0,40.0,1.0,76.0,0.09064766191547886,0.02500625156289072,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
3645,3646,11,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.007905659134330324,0.007905659134330324,69.01,69.01,0,0,0,0,0,1,0,0,0,0,0
3646,3647,11,5,7246.286,24,4.99,34.99,301.71,10,4.99,34.99,141.86,5.0,2500.0,551.0,220.0,26.0,57.0,2.0,36.0,0.07496251874062969,0.06992774133395491,30.0,30.0,0,0,1,0,1,0,0,0,0,0,1
3647,3648,11,5,758.6289999999999,0,0.0,1.0,3.0,0,0.0,0.0,0.0,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3648,3649,11,5,604.755,7,29.99,69.95,394.71,1,69.95,69.95,69.95,1.0,300.0,420.0,0.0,0.0,65.0,2.0,24.0,0.01773453928200451,0.014295925661186561,39.96000000000001,0.0,0,0,1,0,1,0,0,0,0,0,1
3649,3650,11,5,913.735,9,99.0,129.0,486.0,1,129.0,129.0,129.0,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.01632208922742111,0.007751937984496124,30.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3650,3651,11,5,481.56800000000004,5,179.99,219.99,939.95,2,179.99,179.99,359.98,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.00521499587401797,0.005555864214678593,40.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3651,3652,11,5,1970.8970000000002,9,49.99,59.99,529.91,1,59.99,59.99,59.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.01703346858198558,0.016669444907484583,10.0,0.0,0,0,1,0,1,0,0,0,0,0,1
3652,3653,11,5,131.974,12,19.97,19.99,239.86,2,19.99,19.99,39.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.05003028148616268,0.05002501250625313,0.019999999999999574,0.0,0,0,0,0,0,1,0,0,0,0,0
3653,3654,11,5,57.695,2,29.99,29.99,59.98,2,29.99,29.99,59.98,1.0,300.0,404.0,2.0,1.0,34.0,1.0,93.0,0.03334444814938313,0.03334444814938313,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
3654,3655,11,5,3368.772,25,2.99,29.99,439.79,4,9.99,29.99,99.96,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.058606481398422415,0.04119343258988996,27.0,20.0,0,0,1,0,1,0,0,0,0,0,0
3655,3656,11,5,154.363,14,3.0,14.99,83.95,3,3.0,14.99,31.98,1.0,600.0,492.0,11.0,2.0,32.0,2.0,338.0,0.1583549445757694,0.08777576218620166,11.99,11.99,0,0,1,0,1,0,0,0,0,0,0
3656,3657,11,5,59.236000000000004,4,15.99,19.99,71.96,2,15.99,19.99,35.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.05437737901033171,0.05437737901033171,3.9999999999999982,3.9999999999999982,0,0,1,0,1,0,0,0,0,0,0
3657,3658,11,5,3021.239,21,19.99,39.99,530.79,6,19.99,39.99,155.94,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.039057069660600685,0.0377169822905611,20.000000000000004,20.000000000000004,0,0,1,0,1,0,0,0,0,0,1
3658,3659,11,5,631.851,7,59.99,99.99,469.93,1,59.99,59.99,59.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.014895835549975528,0.01666944490748458,39.99999999999999,0.0,0,0,0,0,0,1,0,0,0,0,0
3659,3660,11,5,220.872,4,69.99,99.99,339.96,1,99.99,99.99,99.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.011766090128250382,0.010001000100010001,30.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3660,3661,11,5,347.285,3,17.99,29.99,77.97,3,17.99,29.99,77.97,5.0,4000.0,545.0,374.0,7.0,44.0,2.0,34.0,0.039165221283500244,0.039165221283500244,12.0,12.0,0,0,1,0,1,0,0,0,0,0,1
3661,3662,11,5,1236.741,42,1.4,79.95,524.03,5,14.99,19.99,84.95,1.0,300.0,473.0,0.0,0.0,29.0,2.0,14.0,0.08447001693188234,0.05857670559825943,78.55,4.999999999999998,0,0,1,0,1,0,0,0,0,0,1
3662,3663,11,5,1273.484,29,5.99,99.99,1910.67,5,5.99,99.99,315.95,5.0,4000.0,531.0,223.0,8.0,47.0,2.0,191.0,0.014866372802060516,0.015546457998652643,94.0,94.0,0,0,1,0,1,0,0,0,0,0,1
3663,3664,11,5,96.945,8,6.99,6.99,48.93,1,6.99,6.99,6.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.16349887594522788,0.14306151645207438,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0
3664,3665,11,5,1904.7720000000002,8,139.99,139.99,559.96,1,139.99,139.99,139.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.014286734766769053,0.007143367383384527,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
3665,3666,11,5,27.563000000000002,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,300.0,537.0,5.0,0.0,53.0,1.0,32.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3666,3667,11,5,226.36900000000003,11,29.99,39.99,239.93,2,29.99,39.99,69.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.04723665564478035,0.030009002700810243,10.000000000000004,10.000000000000004,0,0,0,0,0,1,0,0,0,0,0
3667,3668,11,5,708.4169999999999,12,39.99,99.99,339.95,2,39.99,99.99,139.98,5.0,0.0,70.0,0.0,0.0,49.0,2.0,15.0,0.037646159810757814,0.014867074835448513,59.99999999999999,59.99999999999999,0,0,1,0,1,0,0,0,0,0,0
3668,3669,11,5,9223.283000000001,11,59.99,399.99,2049.91,2,59.99,209.99,269.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005176208489396019,0.006667111140742716,340.0,150.0,0,0,1,0,1,0,0,0,0,0,1
3669,3670,11,5,80.305,5,9.99,9.99,19.98,1,9.99,9.99,9.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.2502502502502503,0.10010010010010009,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
3670,3671,11,5,2840.657,42,5.0,39.99,1047.56,3,24.99,39.99,89.97,1.0,600.0,552.0,60.0,2.0,48.0,2.0,111.0,0.039802835930843224,0.03284660634835319,34.99,15.000000000000004,0,0,1,0,1,0,0,0,0,0,1
3671,3672,11,5,113.713,3,11.99,12.99,37.97,1,12.99,12.99,12.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.07900974453515934,0.07698229407236336,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0
3672,3673,11,5,2065.7,28,19.99,39.99,420.78,2,29.99,34.99,64.98,1.0,4000.0,534.0,213.0,8.0,54.0,2.0,33.0,0.06457986939444325,0.030666335664948374,20.000000000000004,5.0000000000000036,0,0,1,0,1,0,0,0,0,0,1
3673,3674,11,5,4210.767,37,14.99,59.95,588.72,2,14.99,14.99,29.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.06339777326177201,0.066711140760507,44.96,0.0,0,0,1,0,1,0,0,0,0,0,0
3674,3675,11,5,188.842,5,9.99,9.99,29.97,1,9.99,9.99,9.99,1.0,15500.0,518.0,239.0,148.0,56.0,2.0,10.0,0.16683350016683351,0.10010010010010009,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
3675,3676,11,5,274.639,13,7.99,9.99,110.89,2,7.99,9.99,17.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.11191245958716736,0.10725777618877369,2.0,2.0,0,0,0,0,0,1,0,0,0,0,0
3676,3677,11,5,1839.283,6,9.99,799.99,977.96,2,9.99,74.0,83.99,1.0,600.0,70.0,41.0,0.0,46.0,2.0,21.0,0.0067487560815495135,0.02289404875227434,790.0,64.01,0,0,1,0,1,0,0,0,0,0,1
3677,3678,11,5,6.175,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.020004000800160033,0.020004000800160033,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3678,3679,11,5,17455.158,54,32.99,799.99,8592.49,8,32.99,299.99,1227.92,1.0,300.0,543.0,348.0,2.0,54.0,2.0,348.0,0.005928701404541193,0.006255901645470078,767.0,267.0,0,0,1,0,1,0,0,0,0,0,0
3679,3680,11,5,198.65900000000002,7,19.99,19.99,119.94,1,19.99,19.99,19.99,1.0,800.0,578.0,23.0,3.0,35.0,2.0,196.0,0.05836251459062865,0.05002501250625313,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3680,3681,11,5,2380.175,46,3.0,49.99,1550.56,6,18.0,44.99,213.95,1.0,1500.0,529.0,124.0,20.0,38.0,2.0,44.0,0.03294791141130319,0.030421756165014975,46.99,26.990000000000002,0,0,1,0,0,0,0,0,1,0,0
3681,3682,11,5,484.371,8,8.39,8.39,67.12,2,8.39,8.39,16.78,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.11918951132300358,0.11918951132300357,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3682,3683,11,5,487.005,4,329.99,399.99,1529.96,1,399.99,399.99,399.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0026144474365342885,0.002500062501562539,70.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3683,3684,11,5,1807.4229999999998,15,7.0,34.99,260.36,1,19.99,19.99,19.99,1.0,2700.0,503.0,256.0,25.0,62.0,2.0,22.0,0.05794706966280421,0.050025012506253116,27.990000000000002,0.0,0,0,1,0,0,1,0,0,0,0,0
3684,3685,11,5,5535.191,25,3.99,99.99,1278.79,5,3.99,74.99,243.95,1.0,800.0,501.0,8.0,7.0,34.0,1.0,94.0,0.018855245265259356,0.017867930468224866,96.0,71.0,0,0,1,0,1,0,0,0,0,0,0
3685,3686,11,5,1075.521,12,14.99,29.4,256.02,6,14.99,29.4,128.01,5.0,3000.0,543.0,355.0,13.0,57.0,2.0,50.0,0.046933667083854824,0.046933667083854824,14.409999999999998,14.409999999999998,0,0,1,0,1,0,0,0,0,0,1
3686,3687,11,5,9.802999999999999,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,300.0,537.0,5.0,0.0,53.0,1.0,32.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3687,3688,11,5,154.08700000000002,2,44.99,44.99,89.98,1,44.99,44.99,44.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.02222716159146477,0.02222716159146477,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
3688,3689,11,5,1162.711,8,9.99,39.99,187.93,8,9.99,39.99,187.93,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.044701004231181264,0.044701004231181264,39.99,39.99,0,0,1,0,1,0,0,0,0,0,1
3689,3690,11,5,256.0,11,24.99,29.99,314.89,3,29.99,29.99,89.97,2.0,800.0,520.0,61.0,4.0,33.0,2.0,23.0,0.03427100025008568,0.03334444814938313,5.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3690,3691,11,5,3309.1820000000002,16,24.99,39.99,494.84,4,24.99,39.99,129.96,1.0,600.0,588.0,42.0,9.0,28.0,2.0,60.0,0.031619189973842304,0.029748624126134163,15.000000000000004,15.000000000000004,0,0,1,0,1,0,0,0,0,0,1
3691,3692,11,5,210.36700000000002,8,9.99,59.99,208.92,1,59.99,59.99,59.99,1.0,800.0,508.0,13.0,5.0,61.0,2.0,27.0,0.03829216925138809,0.01666944490748458,50.0,0.0,0,0,0,0,0,1,0,0,0,0,0
3692,3693,11,5,4023.257,32,1.0,14.0,220.97,3,5.0,7.0,19.0,1.0,600.0,415.0,16.0,15.0,21.0,2.0,16.0,0.16121208662653008,0.16216216216216217,13.0,2.0,0,0,1,0,1,0,0,0,0,0,1
3693,3694,11,5,1769.3139999999999,15,29.97,29.97,209.79,1,29.97,29.97,29.97,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.06915127688074549,0.03336670003336669,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0
3694,3695,11,5,867.737,29,8.99,129.0,562.85,7,9.99,129.0,260.94,1.0,600.0,415.0,213.0,17.0,37.0,2.0,16.0,0.04076261313512303,0.021913005368686313,120.01,119.01,0,0,1,0,0,1,0,0,0,0,0
3695,3696,11,5,1271.931,16,59.0,299.0,2601.37,2,89.99,129.99,219.98,1.0,2200.0,507.0,92.0,14.0,83.0,2.0,106.0,0.006076578391237125,0.009220708292253896,240.0,40.000000000000014,0,0,1,0,1,0,0,0,0,0,0
3696,3697,11,5,16.184,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,300.0,537.0,5.0,0.0,53.0,1.0,32.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3697,3698,11,5,331.98699999999997,6,54.95,99.95,474.78,1,99.95,99.95,99.95,5.0,3100.0,467.0,223.0,13.0,44.0,1.0,10.0,0.012365524916532708,0.010005002501250625,45.0,0.0,0,0,1,0,1,0,0,0,0,0,1
3698,3699,11,5,294.902,2,29.99,29.99,59.98,1,29.99,29.99,29.99,4.0,600.0,565.0,68.0,5.0,36.0,2.0,15.0,0.03334444814938312,0.03334444814938312,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3699,3700,11,5,236.792,2,89.99,179.99,269.98,2,89.99,179.99,269.98,5.0,10000.0,532.0,61.0,85.0,47.0,2.0,10.0,0.007190059416036447,0.007190059416036447,90.00000000000001,90.00000000000001,0,0,1,0,1,0,0,0,0,0,1
3700,3701,11,5,344.015,12,12.99,479.99,1285.88,5,12.99,479.99,622.95,1.0,8500.0,516.0,167.0,18.0,57.0,2.0,45.0,0.005951723023815394,0.005194175597763041,467.0,467.0,0,0,0,0,0,1,0,0,0,0,0
3701,3702,11,5,1579.588,13,59.99,799.0,4214.96,4,59.99,799.0,1757.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0033052580044334533,0.0024850730788990422,739.01,739.01,0,0,1,0,0,1,0,0,0,0,0
3702,3703,11,5,363.334,6,7.99,34.99,74.96,6,7.99,34.99,74.96,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.08338078581306436,0.08338078581306436,27.0,27.0,0,0,1,0,1,0,0,0,0,0,1
3703,3704,11,5,6118.148,198,8.0,79.95,2621.06,19,8.9,69.95,358.98,1.0,300.0,433.0,0.0,0.0,24.0,2.0,29.0,0.09387145375496489,0.06646990252734444,71.95,61.050000000000004,0,0,0,0,0,1,0,0,0,0,0
3704,3705,11,5,100.67399999999999,3,39.99,39.99,119.97,3,39.99,39.99,119.97,1.0,1500.0,525.0,203.0,14.0,55.0,2.0,26.0,0.025006251562890724,0.025006251562890724,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3705,3706,11,5,592.026,7,9.99,19.99,99.93,3,9.99,19.99,39.97,5.0,5000.0,514.0,72.0,35.0,52.0,1.0,27.0,0.06810190268377088,0.07246626867731806,9.999999999999998,9.999999999999998,0,0,1,0,1,0,0,0,0,0,1
3706,3707,11,5,5.107,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
3707,3708,11,5,93.596,3,14.99,14.99,44.97,1,14.99,14.99,14.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.066711140760507,0.066711140760507,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3708,3709,11,5,2233.154,25,5.99,49.99,433.73,7,5.99,49.99,155.94,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.05685580772159169,0.043379083019302205,44.0,44.0,0,0,1,0,1,0,0,0,0,0,1
3709,3710,11,5,409.961,3,699.0,699.0,2097.0,1,699.0,699.0,699.0,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.001430615164520744,0.001430615164520744,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
3710,3711,11,5,804.574,26,14.99,229.99,1339.84,3,24.99,229.99,354.97,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.028513148948303473,0.011882599912860933,215.0,205.0,0,0,0,0,0,1,0,0,0,0,0
3711,3712,11,5,7.452000000000001,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,300.0,537.0,5.0,0.0,53.0,1.0,32.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3712,3713,11,5,32.774,3,14.99,14.99,44.97,1,14.99,14.99,14.99,1.0,600.0,485.0,9.0,4.0,74.0,2.0,16.0,0.066711140760507,0.066711140760507,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
3713,3714,11,5,266.67400000000004,3,249.99,279.99,809.97,1,279.99,279.99,279.99,5.0,300.0,422.0,12.0,13.0,21.0,2.0,18.0,0.003703840882995666,0.003571556127004536,30.0,0.0,0,0,1,0,1,0,0,0,0,0,1
3714,3715,11,5,89.485,3,59.99,59.99,179.97,1,59.99,59.99,59.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.016669444907484583,0.01666944490748458,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3715,3716,11,5,1071.368,23,9.99,89.99,551.78,7,9.99,47.99,137.93,5.0,9500.0,476.0,297.0,7.0,57.0,2.0,22.0,0.044499111158779685,0.051012851947539024,80.0,38.0,0,0,1,0,1,0,0,0,0,0,1
3716,3717,11,5,1285.202,14,89.99,199.99,1709.86,1,99.99,99.99,99.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.008187804849519843,0.010001000100010001,110.00000000000001,0.0,0,0,1,0,1,0,0,0,0,0,1
3717,3718,11,5,591.76,7,199.99,199.99,1399.93,1,199.99,199.99,199.99,4.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000250012500625,0.005000250012500625,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3718,3719,11,5,138.096,1,9.99,9.99,9.99,1,9.99,9.99,9.99,1.0,300.0,476.0,67.0,10.0,46.0,1.0,264.0,0.10010010010010009,0.10010010010010009,9.99,9.99,0,0,1,0,1,0,0,0,0,0,0
3719,3720,11,5,2987.1409999999996,30,49.99,429.99,3389.76,3,49.99,199.99,429.97,1.0,300.0,494.0,1.0,2.0,25.0,2.0,15.0,0.009164290060777569,0.007194762213108856,380.0,150.0,0,0,1,0,1,0,0,0,0,0,0
3720,3721,11,5,1309.135,44,14.99,39.99,690.7,4,17.99,19.99,77.96,1.0,3000.0,528.0,442.0,3.0,60.0,2.0,43.0,0.054189956427974126,0.051613927819907104,25.0,2.0,0,0,1,0,1,0,0,0,0,0,0
3721,3722,11,5,2332.958,2,109.99,139.99,249.98,1,109.99,109.99,109.99,1.0,700.0,475.0,67.0,13.0,48.0,1.0,284.0,0.008000640051204096,0.009091735612328395,30.000000000000014,0.0,0,0,1,0,1,0,0,0,0,0,1
3722,3723,11,5,4.231,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
3723,3724,11,5,63.351000000000006,2,299.99,299.99,599.98,1,299.99,299.99,299.99,1.0,200.0,514.0,72.0,6.0,45.0,2.0,16.0,0.0033334444481482716,0.0033334444481482716,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
3724,3725,11,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.008231017216544343,0.008231017216544343,69.01,69.01,0,0,0,0,0,1,0,0,0,0,0
3725,3726,11,5,206.543,3,179.99,179.99,539.97,1,179.99,179.99,179.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005555864214678593,0.005555864214678593,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3726,3727,11,5,1415.104,21,19.99,999.99,6369.79,1,19.99,19.99,19.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.00329681198281262,0.05002501250625313,980.0,0.0,0,0,0,0,0,1,0,0,0,0,0
3727,3728,11,5,16.651,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,300.0,537.0,5.0,0.0,53.0,1.0,32.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3728,3729,11,5,0.0,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.020004000800160033,0.020004000800160033,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
3729,3730,11,5,5674.399,167,4.99,129.99,4274.05,9,5.95,97.99,254.94,1.0,900.0,80.0,45.0,1.0,34.0,2.0,49.0,0.042318417759187626,0.045116067018730284,125.00000000000001,92.03999999999999,0,0,1,0,1,0,0,0,0,0,1
3730,3731,11,5,923.3789999999999,15,18.99,26.99,388.85,5,26.99,26.99,134.95,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.03931676204621904,0.037050759540570584,8.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3731,3732,11,5,360.973,8,7.0,7.99,60.95,1,7.99,7.99,7.99,1.0,4000.0,586.0,91.0,2.0,40.0,2.0,128.0,0.13125512715340443,0.1251564455569462,0.9900000000000002,0.0,0,0,1,0,0,1,0,0,0,0,0
3732,3733,11,5,996.035,46,29.99,34.95,194.82,2,29.99,34.95,64.94,1.0,1300.0,465.0,349.0,8.0,51.0,2.0,14.0,0.2869823472486402,0.03003303633997397,4.960000000000004,4.960000000000004,0,0,0,0,0,1,0,0,0,0,0
3733,3734,11,5,1334.967,7,189.99,189.99,759.96,2,189.99,189.99,379.98,4.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.010234456784275195,0.005263434917627243,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
3734,3735,11,5,3833.723,57,2.99,27.99,473.43,4,4.99,9.99,28.96,1.0,2500.0,586.0,223.0,11.0,41.0,2.0,164.0,0.1281073901459481,0.13972985561248252,25.0,5.0,0,0,1,0,0,1,0,0,0,0,0
3735,3736,11,5,3315.572,3,199.0,199.0,398.0,1,199.0,199.0,199.0,1.0,600.0,70.0,14.0,0.0,38.0,1.0,37.0,0.007537688442211055,0.005025125628140704,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
3736,3737,11,5,291.653,3,32.99,44.99,122.97,1,44.99,44.99,44.99,5.0,2500.0,570.0,412.0,14.0,62.0,2.0,25.0,0.02439619419370578,0.02222716159146477,12.0,0.0,0,0,1,0,1,0,0,0,0,0,1
3737,3738,11,5,151.263,7,4.9,19.99,98.86,2,7.0,19.99,26.99,3.0,0.0,70.0,0.0,0.0,23.0,2.0,11.0,0.06865462835824762,0.07179781734635267,15.089999999999998,12.989999999999998,0,0,1,0,1,0,0,0,0,0,0
3738,3739,11,5,1150.295,38,3.99,27.99,354.37,4,3.99,19.99,53.96,1.0,3200.0,445.0,132.0,10.0,46.0,1.0,156.0,0.09234837725711328,0.07505629221916438,24.0,15.999999999999998,0,0,1,0,1,0,0,0,0,0,1
3739,3740,11,5,2134.535,38,0.0,20.0,257.81,2,0.0,8.99,8.99,1.0,300.0,568.0,2.0,1.0,31.0,2.0,68.0,0.14324241556106573,0.1668520578420467,20.0,8.99,0,0,1,0,1,0,0,0,0,0,0
3740,3741,11,5,46.065,2,49.99,49.99,99.98,1,49.99,49.99,49.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.020004000800160033,0.020004000800160033,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
