sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,cMedPrice,bMedPrice,cInterval,bInterval,new_user,onlineStatus_ y,availability_ completely not orderable,availability_ completely orderable,availability_ desconhecida,availability_ mainly not determinable,availability_ mainly orderable,availability_ mixed,order_ y
3931.0,11.0,5.0,822.5,14.0,12.99,69.95,625.46,4.0,12.99,69.95,182.84,5.0,2500.0,568.0,310.0,4.0,52.0,2.0,18.0,0.02500625,0.02500625,0.0,0.0,0,1,0,1,0,0,0,0,1
3936.0,11.0,5.0,1381.372,25.0,3.99,29.99,363.84,9.0,3.99,24.99,93.94,5.0,4000.0,562.0,203.0,7.0,40.0,1.0,215.0,0.032148752,0.015216531,344.99,256.99,0,1,0,1,0,0,0,0,1
3947.0,11.0,5.0,1433.4720000000002,23.0,19.99,199.99,3124.77,2.0,59.99,179.99,239.98,5.0,300.0,475.0,105.0,5.0,41.0,2.0,76.0,0.054565243,0.036047943,34.96,30.000002,0,1,0,1,0,0,0,0,1
3948.0,11.0,5.0,323.401,7.0,8.99,11.99,77.93,2.0,11.99,11.99,23.98,1.0,4000.0,506.0,36.0,3.0,43.0,2.0,23.0,0.05511707,0.03338898,20.95,0.0,0,1,0,0,1,0,0,0,0
3951.0,11.0,5.0,593.919,19.0,31.99,39.99,655.83,2.0,31.99,39.99,71.98,1.0,4000.0,566.0,43.0,0.0,72.0,2.0,19.0,0.011475786,0.011260675,160.01,160.01,0,1,0,1,0,0,0,0,0
3954.0,11.0,5.0,106.366,3.0,222.0,269.99,761.98,1.0,269.99,269.99,269.99,1.0,300.0,502.0,145.0,5.0,32.0,2.0,16.0,0.033344448,0.033344448,0.0,0.0,0,1,0,1,0,0,0,0,0
3963.0,11.0,5.0,78.402,7.0,19.99,19.99,99.95,2.0,19.99,19.99,39.98,1.0,4000.0,603.0,60.0,5.0,39.0,2.0,24.0,0.023261223,0.023261223,0.0,0.0,0,1,0,0,0,0,0,1,0
3967.0,11.0,5.0,4771.335999999999,44.0,9.99,44.99,1044.62,9.0,18.5,44.99,253.42,5.0,2300.0,566.0,215.0,42.0,51.0,2.0,58.0,0.007273124,0.00600036,100.00001,100.00001,0,1,0,1,0,0,0,0,1
3968.0,11.0,5.0,17627.651,20.0,14.95,179.99,1394.34,4.0,99.95,99.95,399.8,1.0,20000.0,551.0,209.0,58.0,42.0,2.0,17.0,0.027280169,0.027280169,10.000002,10.000002,0,1,0,1,0,0,0,0,0
3976.0,11.0,5.0,742.2660000000001,12.0,59.99,59.99,119.98,1.0,59.99,59.99,59.99,4.0,2900.0,596.0,359.0,10.0,65.0,1.0,13.0,0.06734235,0.040497724,90.0,30.000002,0,1,0,1,0,0,0,0,0
3979.0,11.0,5.0,360.64599999999996,5.0,9.99,79.99,128.95,5.0,9.99,79.99,128.95,5.0,2500.0,581.0,318.0,10.0,72.0,1.0,95.0,0.0012515645,0.0012515645,0.0,0.0,0,1,0,1,0,0,0,0,1
3980.0,11.0,5.0,5254.309,25.0,9.0,1399.0,2278.79,1.0,14.99,14.99,14.99,2.0,2800.0,440.0,187.0,10.0,62.0,2.0,177.0,0.044132855,0.026442725,152.0,52.0,0,1,0,1,0,0,0,0,0
3983.0,11.0,5.0,26.359,2.0,62.99,62.99,125.98,1.0,62.99,62.99,62.99,1.0,300.0,70.0,84.0,3.0,68.0,1.0,302.0,0.03658047,0.036847148,113.0,93.0,0,1,0,0,1,0,0,0,0
3988.0,11.0,5.0,1267.363,32.0,9.99,42.99,429.73,5.0,9.99,12.99,55.95,1.0,4000.0,535.0,84.0,10.0,49.0,1.0,30.0,0.031354606,0.036029935,139.99,59.989998,0,1,0,1,0,0,0,0,0
3990.0,11.0,5.0,683.5239999999999,9.0,799.0,799.0,2397.0,1.0,799.0,799.0,799.0,1.0,5000.0,524.0,334.0,13.0,51.0,2.0,28.0,0.041684035,0.04446421,15.0,15.0,0,1,0,1,0,0,0,0,0
3991.0,11.0,5.0,743.4689999999999,5.0,3.99,19.99,51.95,3.0,3.99,19.99,27.97,4.0,4000.0,613.0,190.0,51.0,69.0,2.0,11.0,0.005235876,0.005154905,334.0,0.0,0,1,0,1,0,0,0,0,0
3998.0,11.0,5.0,791.174,10.0,3.99,59.99,179.9,10.0,3.99,59.99,179.9,5.0,1000.0,532.0,119.0,28.0,56.0,1.0,26.0,0.04091356,0.04137049,40.0,40.0,0,1,0,1,0,0,0,0,1
4006.0,11.0,5.0,596.96,19.0,5.99,14.99,126.94,2.0,10.0,10.0,20.0,1.0,2500.0,541.0,220.0,5.0,50.0,1.0,49.0,0.043199576,0.09686794,792.01,6.0,0,1,0,1,0,0,0,0,0
4010.0,11.0,5.0,1336.3570000000002,21.0,199.99,469.99,4769.81,1.0,249.99,249.99,249.99,5.0,2900.0,509.0,184.0,12.0,59.0,1.0,12.0,0.082556225,0.076211214,7.99,6.04,0,1,0,1,0,0,0,0,0
4011.0,11.0,5.0,1672.0079999999998,25.0,15.99,34.99,555.81,2.0,19.99,34.99,54.98,5.0,1200.0,449.0,69.0,7.0,38.0,2.0,53.0,0.028087717,0.026673777,333.03998,5.0,0,1,0,1,0,0,0,0,1
4013.0,11.0,5.0,3777.559,29.0,9.99,29.99,404.87,3.0,9.99,29.99,57.97,3.0,4000.0,543.0,66.0,4.0,46.0,2.0,80.0,0.0034849844,0.0023925367,120.98999,70.98999,0,1,0,1,0,0,0,0,1
4014.0,11.0,5.0,3453.0679999999998,80.0,3.99,159.99,1853.1,13.0,3.99,39.99,273.87,5.0,3300.0,543.0,310.0,12.0,47.0,2.0,65.0,0.01768651,0.01333734,70.0,49.999996,0,1,0,1,0,0,0,0,1
4016.0,11.0,5.0,339.249,2.0,419.99,419.99,839.98,1.0,419.99,419.99,419.99,5.0,2900.0,465.0,207.0,33.0,34.0,2.0,18.0,0.07484484,0.07501875,29.990002,29.990002,0,1,0,1,0,0,0,0,1
4018.0,11.0,5.0,229.957,3.0,19.99,19.99,39.98,3.0,19.99,19.99,39.98,5.0,5500.0,580.0,533.0,64.0,54.0,2.0,21.0,0.0016611295,0.001669449,250.0,0.0,0,1,0,1,0,0,0,0,1
4020.0,11.0,5.0,1592.455,17.0,19.99,499.99,2574.83,2.0,29.99,49.99,79.98,1.0,600.0,411.0,37.0,4.0,33.0,2.0,56.0,0.0014925596,0.0014925596,0.0,0.0,0,1,0,1,0,0,0,0,0
4023.0,11.0,5.0,101.755,3.0,49.95,49.95,149.85,1.0,49.95,49.95,49.95,5.0,3400.0,559.0,66.0,20.0,75.0,2.0,10.0,0.13028373,0.064913504,36.99,36.99,0,1,0,1,0,0,0,0,1
4029.0,11.0,5.0,1393.993,24.0,9.99,599.99,1306.77,5.0,19.99,74.99,227.95,1.0,4000.0,534.0,230.0,9.0,56.0,2.0,38.0,0.057080884,0.06671114,70.0,15.0,0,1,0,0,1,0,0,0,0
4032.0,11.0,5.0,1926.435,5.0,159.99,599.99,1579.95,1.0,159.99,159.99,159.99,1.0,300.0,571.0,3.0,2.0,50.0,1.0,50.0,0.018261505,0.0307787,64.91,15.000002,0,1,0,0,1,0,0,0,0
4033.0,11.0,5.0,194.645,5.0,999.99,999.99,4999.95,1.0,999.99,999.99,999.99,1.0,1400.0,536.0,70.0,13.0,23.0,1.0,14.0,0.08753735,0.066699274,19.960001,19.960001,0,1,0,1,0,0,0,0,0
4040.0,11.0,5.0,686.6519999999999,24.0,7.99,36.85,384.08,7.0,7.99,27.85,131.65,5.0,16400.0,531.0,343.0,32.0,49.0,2.0,11.0,0.02261364,0.028579595,69.99,0.0,0,1,0,1,0,0,0,0,1
4045.0,11.0,5.0,10692.159,32.0,12.0,34.9,664.04,3.0,16.99,24.9,61.88,5.0,8500.0,567.0,331.0,10.0,48.0,2.0,130.0,0.06493111,0.108766586,31.95,7.99,0,1,0,1,0,0,0,0,1
4046.0,11.0,5.0,840.768,5.0,3.99,3.99,19.95,2.0,3.99,3.99,7.98,5.0,3400.0,541.0,175.0,177.0,58.0,2.0,10.0,0.047864202,0.033344448,17.0,0.0,0,1,0,1,0,0,0,0,1
4047.0,11.0,5.0,518.341,8.0,19.99,39.99,231.92,4.0,19.99,39.99,115.96,3.0,400.0,468.0,84.0,16.0,52.0,2.0,24.0,0.0055175456,0.005555864,70.0,40.0,0,1,0,1,0,0,0,0,0
4049.0,11.0,5.0,140.971,3.0,899.0,899.0,1798.0,1.0,899.0,899.0,899.0,3.0,1800.0,478.0,118.0,10.0,41.0,1.0,15.0,0.05715919,0.05715919,4.99,4.99,0,1,0,1,0,0,0,0,0
4051.0,11.0,5.0,803.814,25.0,13.0,44.99,336.9,4.0,13.0,17.99,61.98,5.0,800.0,502.0,88.0,21.0,35.0,2.0,11.0,0.10987669,0.107257776,2.0,2.0,0,1,0,1,0,0,0,0,1
4052.0,11.0,5.0,676.765,4.0,14.99,49.99,164.96,1.0,49.99,49.99,49.99,5.0,3000.0,524.0,423.0,10.0,59.0,2.0,21.0,0.17735526,0.16672224,14.99,14.99,0,1,0,1,0,0,0,0,1
4053.0,11.0,5.0,1234.073,4.0,29.99,37.99,135.96,1.0,37.99,37.99,37.99,5.0,4000.0,567.0,384.0,16.0,69.0,2.0,14.0,0.047163956,0.09383798,243.0,11.0,0,1,0,1,0,0,0,0,1
4054.0,11.0,5.0,68.583,1.0,19.99,19.99,19.99,1.0,19.99,19.99,19.99,5.0,5000.0,503.0,37.0,13.0,40.0,1.0,14.0,0.043127686,0.05211048,31.000002,31.000002,0,1,0,1,0,0,0,0,1
4057.0,11.0,5.0,1984.4270000000001,36.0,5.95,11.95,304.76,7.0,5.95,11.95,64.77,5.0,2800.0,600.0,134.0,10.0,49.0,2.0,35.0,0.015065231,0.016808135,39.01,39.01,0,1,0,1,0,0,0,0,1
4059.0,11.0,5.0,752.905,8.0,19.99,49.99,319.92,3.0,24.99,49.99,124.97,1.0,1000.0,503.0,481.0,6.0,68.0,1.0,26.0,0.020004,0.020004,0.0,0.0,0,1,0,1,0,0,0,0,0
4066.0,11.0,5.0,1613.2720000000002,52.0,9.99,111.99,708.28,1.0,24.99,24.99,24.99,1.0,8500.0,535.0,220.0,23.0,52.0,1.0,12.0,0.049097158,0.050025012,11.0,11.0,0,1,0,1,0,0,0,0,0
4067.0,11.0,5.0,374.57599999999996,8.0,29.99,29.99,89.97,1.0,29.99,29.99,29.99,1.0,1100.0,472.0,135.0,10.0,34.0,2.0,42.0,0.028579593,0.028579593,0.0,0.0,0,1,0,1,0,0,0,0,0
4087.0,11.0,5.0,179.674,6.0,7.99,7.99,15.98,1.0,7.99,7.99,7.99,1.0,1800.0,512.0,69.0,19.0,33.0,2.0,18.0,0.09094697,0.048410524,23.000002,13.0,0,1,0,0,1,0,0,0,0
4095.0,11.0,5.0,10.731,2.0,379.99,379.99,759.98,1.0,379.99,379.99,379.99,1.0,2600.0,526.0,38.0,13.0,25.0,2.0,63.0,0.0011673288,0.0010416774,310.0,0.0,0,1,1,0,0,0,0,0,0
4096.0,11.0,5.0,268.782,2.0,24.99,24.99,49.98,2.0,24.99,24.99,49.98,5.0,1300.0,582.0,220.0,13.0,48.0,2.0,26.0,0.10721944,0.071479626,2.0,2.0,0,1,0,1,0,0,0,0,1
4097.0,11.0,5.0,7862.523,112.0,6.99,159.99,3526.2,5.0,16.99,37.99,114.95,5.0,0.0,414.0,2.0,3.0,59.0,1.0,25.0,0.025006251,0.025006251,0.0,0.0,0,1,0,1,0,0,0,0,1
4098.0,11.0,5.0,872.8539999999999,8.0,10.99,44.99,203.92,8.0,10.99,44.99,203.92,5.0,15500.0,507.0,268.0,75.0,35.0,1.0,10.0,0.0014037901,0.0014071404,20.98999,20.98999,0,1,0,1,0,0,0,0,1
4099.0,11.0,5.0,1181.122,12.0,89.95,775.0,4562.95,3.0,299.0,775.0,1849.0,1.0,4000.0,558.0,368.0,3.0,62.0,2.0,10.0,0.055586435,0.055586435,0.0,0.0,0,1,0,0,1,0,0,0,0
4102.0,11.0,5.0,6583.93,28.0,4.99,22.99,292.79,8.0,7.99,9.99,75.94,5.0,8500.0,609.0,223.0,8.0,53.0,1.0,26.0,0.022611056,0.014287245,184.99,184.99,0,1,0,1,0,0,0,0,1
4108.0,11.0,5.0,9218.662,36.0,7.99,34.99,420.41,1.0,25.2,25.2,25.2,5.0,2500.0,490.0,146.0,21.0,46.0,2.0,17.0,0.010001,0.010001,0.0,0.0,0,1,0,1,0,0,0,0,1
4118.0,11.0,5.0,857.405,30.0,10.95,34.99,626.61,4.0,10.95,29.99,75.92,5.0,500.0,502.0,70.0,10.0,32.0,1.0,16.0,0.03600864,0.012501563,65.0,0.0,0,1,0,1,0,0,0,0,1
4134.0,11.0,5.0,3683.51,8.0,0.99,289.99,1410.93,1.0,229.99,229.99,229.99,1.0,3600.0,533.0,149.0,21.0,38.0,1.0,81.0,0.016669445,0.016669445,0.0,0.0,0,1,0,0,1,0,0,0,0
4135.0,11.0,5.0,1099.129,8.0,189.99,1499.99,4519.92,2.0,189.99,749.99,939.98,5.0,300.0,428.0,4.0,3.0,21.0,2.0,158.0,0.07149423,0.060642816,21.960001,7.0,0,1,0,1,0,0,0,0,1
4136.0,11.0,5.0,2884.1659999999997,48.0,299.99,1999.99,37979.52,3.0,649.99,649.99,1949.97,1.0,600.0,543.0,69.0,1.0,49.0,1.0,207.0,0.06081343,0.058082387,20.99,20.99,0,1,0,0,1,0,0,0,0
4139.0,11.0,5.0,286.245,7.0,3.5,7.99,34.41,2.0,4.99,7.99,12.98,1.0,300.0,559.0,4.0,1.0,22.0,1.0,150.0,0.03334445,0.033344448,0.0,0.0,0,1,0,0,1,0,0,0,0
4140.0,11.0,5.0,2180.099,13.0,9.99,49.99,329.89,8.0,9.99,29.99,154.94,5.0,12500.0,507.0,18.0,218.0,43.0,1.0,10.0,0.014897579,0.005586592,0.0,0.0,0,1,0,1,0,0,0,0,1
4149.0,11.0,5.0,9121.251,44.0,5.0,59.99,716.9,15.0,9.99,59.99,343.16,5.0,3600.0,579.0,382.0,29.0,44.0,2.0,35.0,0.06647363,0.050025012,43.0,0.0,0,1,0,1,0,0,0,0,1
4153.0,11.0,5.0,2465.2670000000003,55.0,15.0,119.99,1819.33,4.0,25.2,39.99,125.17,5.0,5000.0,537.0,240.0,25.0,46.0,2.0,19.0,0.16694492,0.16694492,0.0,0.0,0,1,0,1,0,0,0,0,1
4156.0,11.0,5.0,3932.907,75.0,3.99,79.95,1781.6,9.0,3.99,49.9,97.73,5.0,2000.0,511.0,84.0,8.0,44.0,2.0,22.0,0.037124537,0.050025012,49.96,30.000002,0,1,0,1,0,0,0,0,1
4158.0,11.0,5.0,5143.2,40.0,349.99,749.99,24149.63,2.0,699.99,699.99,1399.98,4.0,700.0,70.0,36.0,1.0,46.0,2.0,657.0,0.074961685,0.06363636,25.99,10.0,0,1,0,1,0,0,0,0,0
4160.0,11.0,5.0,57.25,2.0,4.99,29.99,34.98,2.0,4.99,29.99,34.98,5.0,12000.0,585.0,448.0,121.0,59.0,2.0,10.0,0.033344448,0.033344448,0.0,0.0,0,1,0,1,0,0,0,0,1
4162.0,11.0,5.0,66.52,3.0,399.99,399.99,1199.97,1.0,399.99,399.99,399.99,2.0,4000.0,525.0,256.0,8.0,60.0,1.0,28.0,0.0285942,0.019718193,340.0,338.0,0,1,0,1,0,0,0,0,0
4163.0,11.0,5.0,1116.873,14.0,3.99,24.99,198.37,14.0,3.99,24.99,198.37,5.0,2500.0,578.0,85.0,16.0,58.0,2.0,30.0,0.016668519,0.011112346,0.0,0.0,0,1,0,1,0,0,0,0,1
4168.0,11.0,5.0,382.783,7.0,69.99,79.99,534.93,2.0,74.99,79.99,154.98,1.0,800.0,70.0,16.0,5.0,53.0,2.0,403.0,0.023049971,0.040016007,88.99,0.0,0,1,0,1,0,0,0,0,0
4171.0,11.0,5.0,1665.046,51.0,0.0,34.99,625.53,18.0,0.0,15.99,162.85,5.0,10500.0,546.0,414.0,137.0,56.0,2.0,12.0,0.025006251,0.025006251,0.0,0.0,0,1,0,1,0,0,0,0,1
4175.0,11.0,5.0,2757.922,47.0,6.99,1399.99,5000.65,2.0,8.99,19.99,28.98,1.0,600.0,529.0,20.0,1.0,48.0,2.0,71.0,0.02020202,0.01010101,0.0,0.0,0,1,0,1,0,0,0,0,0
4176.0,11.0,5.0,5440.204000000001,58.0,3.99,42.99,1168.39,2.0,29.99,34.99,64.98,5.0,600.0,450.0,67.0,14.0,38.0,2.0,81.0,0.0253916,0.024110494,56.0,56.0,0,1,0,1,0,0,0,0,1
4178.0,11.0,5.0,5862.092,46.0,9.99,199.0,1775.66,13.0,9.99,199.0,763.89,1.0,800.0,402.0,38.0,1.0,27.0,2.0,77.0,0.029275434,0.020004,30.000002,0.0,0,1,0,1,0,0,0,0,0
4184.0,11.0,5.0,211.139,6.0,9.99,12.99,68.94,2.0,9.99,12.99,22.98,5.0,500.0,404.0,86.0,26.0,40.0,2.0,15.0,0.0035327398,0.004065096,350.99,350.99,0,1,0,1,0,0,0,0,1
4186.0,11.0,5.0,485.235,21.0,21.99,1399.0,5136.93,3.0,49.99,999.0,1098.98,5.0,0.0,453.0,46.0,10.0,38.0,2.0,254.0,0.06417112,0.1001001,112.0,0.0,0,1,0,1,0,0,0,0,1
4190.0,11.0,5.0,2739.593,23.0,279.99,399.99,7999.77,7.0,279.99,399.99,2479.93,5.0,2000.0,468.0,220.0,9.0,54.0,2.0,90.0,0.08645763,0.046838406,31.000002,31.000002,0,1,0,1,0,0,0,0,1
4191.0,11.0,5.0,1251.119,5.0,24.99,42.01,156.85,3.0,24.99,42.01,96.95,1.0,2600.0,496.0,100.0,8.0,73.0,2.0,13.0,0.04473181,0.04473181,40.0,40.0,0,1,0,1,0,0,0,0,0
4192.0,11.0,5.0,487.059,10.0,7.99,19.99,144.76,1.0,14.99,14.99,14.99,5.0,5000.0,517.0,153.0,14.0,36.0,2.0,68.0,0.03571939,0.014287756,0.0,0.0,0,1,0,1,0,0,0,0,1
4194.0,11.0,5.0,63.61600000000001,3.0,17.99,17.99,53.97,3.0,17.99,17.99,53.97,5.0,1000.0,589.0,72.0,6.0,41.0,1.0,17.0,0.19539426,0.09419152,4.0,2.0,0,1,0,1,0,0,0,0,1
4196.0,11.0,5.0,84.289,3.0,299.99,399.99,1099.97,1.0,399.99,399.99,399.99,1.0,300.0,567.0,2.0,1.0,25.0,1.0,14.0,0.061348744,0.05885623,42.99,40.0,0,1,0,1,0,0,0,0,0
4201.0,11.0,5.0,5114.375,20.0,3.99,29.99,268.81,6.0,3.99,29.99,108.94,5.0,4000.0,559.0,113.0,16.0,58.0,2.0,10.0,0.02222716,0.025006251,10.0,0.0,0,1,0,1,0,0,0,0,1
4206.0,11.0,5.0,401.365,16.0,79.99,79.99,1279.84,1.0,79.99,79.99,79.99,2.0,500.0,573.0,5.0,2.0,37.0,2.0,14.0,0.116059765,0.1001001,2.0,2.0,0,1,0,1,0,0,0,0,0
4212.0,11.0,5.0,393.923,7.0,4.99,29.99,105.93,7.0,4.99,29.99,105.93,5.0,4000.0,613.0,466.0,5.0,62.0,2.0,71.0,0.12099213,0.12696214,9.0,9.0,0,1,0,1,0,0,0,0,1
4213.0,11.0,5.0,1191.381,6.0,1299.99,1299.99,5199.96,1.0,1299.99,1299.99,1299.99,5.0,300.0,474.0,209.0,12.0,41.0,1.0,89.0,0.12041812,0.16535935,11.01,6.0,0,1,0,1,0,0,0,0,0
4218.0,11.0,5.0,4027.445,81.0,4.99,49.99,1109.02,13.0,4.99,29.99,202.65,3.0,1000.0,502.0,54.0,19.0,58.0,2.0,15.0,0.025006251,0.025006251,0.0,0.0,0,1,0,1,0,0,0,0,0
4223.0,11.0,5.0,246.888,7.0,21.0,29.99,110.97,1.0,29.99,29.99,29.99,2.0,7000.0,521.0,40.0,51.0,50.0,2.0,10.0,0.052727368,0.082806714,543.99,5.0,0,1,0,1,0,0,0,0,0
4224.0,11.0,5.0,930.819,27.0,5.0,99.99,470.24,5.0,5.0,16.99,68.77,1.0,900.0,571.0,21.0,17.0,30.0,2.0,18.0,0.11880198,0.040016007,10.0,10.0,0,1,0,1,0,0,0,0,0
4225.0,11.0,5.0,112.618,9.0,3.99,14.99,83.91,4.0,3.99,14.99,36.96,3.0,600.0,411.0,63.0,10.0,61.0,2.0,17.0,0.025403276,0.020592473,45.0,29.999996,0,1,0,1,0,0,0,0,0
4236.0,11.0,5.0,991.29,10.0,6.0,9.95,74.65,4.0,6.0,9.95,30.85,5.0,9500.0,476.0,297.0,7.0,57.0,2.0,22.0,0.03880778,0.026673779,40.0,40.0,0,1,0,1,0,0,0,0,1
4237.0,11.0,5.0,78.532,3.0,170.0,170.0,340.0,1.0,170.0,170.0,170.0,4.0,2900.0,575.0,58.0,6.0,39.0,1.0,44.0,0.00500025,0.00500025,0.0,0.0,0,1,0,1,0,0,0,0,0
4241.0,11.0,5.0,2100.186,33.0,4.99,79.99,547.71,4.0,4.99,24.99,59.96,1.0,1700.0,548.0,215.0,25.0,46.0,2.0,129.0,0.060415827,0.12515645,77.0,0.0,0,1,0,1,0,0,0,0,0
4243.0,11.0,5.0,2368.019,18.0,299.99,399.99,4229.87,1.0,299.99,299.99,299.99,1.0,10000.0,518.0,77.0,91.0,44.0,2.0,10.0,0.07251632,0.071479626,2.0,2.0,0,1,1,0,0,0,0,0,0
4244.0,11.0,5.0,1306.185,7.0,14.9,14.9,44.7,1.0,14.9,14.9,14.9,5.0,12000.0,521.0,34.0,109.0,66.0,1.0,10.0,0.10992031,0.10869565,8.79,0.0,0,1,0,1,0,0,0,0,1
4246.0,11.0,5.0,120.81,1.0,11.99,11.99,11.99,1.0,11.99,11.99,11.99,1.0,4500.0,571.0,304.0,3.0,77.0,2.0,84.0,0.06320646,0.0705343,17.0,11.0,0,1,0,0,1,0,0,0,0
4253.0,11.0,5.0,447.468,9.0,49.95,49.99,299.82,1.0,49.95,49.95,49.95,4.0,800.0,409.0,1.0,0.0,37.0,2.0,31.0,0.08610163,0.06981615,13.04,8.0,0,1,0,1,0,0,0,0,0
4255.0,11.0,5.0,462.39099999999996,5.0,9.99,42.01,141.5,5.0,9.99,42.01,141.5,5.0,10500.0,533.0,442.0,13.0,68.0,1.0,48.0,0.08187028,0.061261997,10.0,2.0,0,1,0,1,0,0,0,0,1
4257.0,11.0,5.0,117.524,1.0,24.99,24.99,24.99,1.0,24.99,24.99,24.99,5.0,3000.0,562.0,209.0,30.0,59.0,1.0,24.0,0.0889024,0.08591885,38.99,16.0,0,1,0,1,0,0,0,0,1
4258.0,11.0,5.0,34.902,1.0,169.99,169.99,169.99,1.0,169.99,169.99,169.99,5.0,13000.0,520.0,272.0,47.0,47.0,2.0,10.0,0.038476337,0.037750095,7.0,7.0,0,1,0,1,0,0,0,0,1
4260.0,11.0,5.0,2056.2470000000003,69.0,1.0,21.0,543.82,10.0,1.0,21.0,94.97,2.0,1700.0,561.0,105.0,25.0,45.0,1.0,14.0,0.0100005,0.00500025,0.0,0.0,0,1,0,1,0,0,0,0,0
4264.0,11.0,5.0,6464.701,46.0,12.99,249.99,2071.54,3.0,19.99,159.99,202.97,5.0,1500.0,583.0,53.0,20.0,67.0,1.0,75.0,0.06666561,0.06777499,27.990002,2.0,0,1,0,1,0,0,0,0,1
4267.0,11.0,5.0,1410.2620000000002,41.0,7.99,69.99,839.07,14.0,7.99,69.99,285.29,5.0,9000.0,514.0,371.0,10.0,54.0,2.0,39.0,0.024695931,0.09099181,129.0,0.0,0,1,0,1,0,0,0,0,1
4271.0,11.0,5.0,990.2610000000001,7.0,39.99,899.99,3458.94,2.0,39.99,39.99,79.98,2.0,3000.0,520.0,223.0,17.0,48.0,2.0,43.0,0.039208483,0.040920716,66.0,54.07,0,1,0,1,0,0,0,0,0
4273.0,11.0,5.0,523.4680000000001,13.0,59.99,349.99,1879.9,3.0,59.99,349.99,609.97,5.0,300.0,453.0,0.0,0.0,60.0,1.0,14.0,0.0398023,0.026649361,187.0,127.00001,0,1,0,1,0,0,0,0,1
4275.0,11.0,5.0,1857.76,45.0,9.99,79.99,1070.44,3.0,9.99,59.95,119.93,5.0,4000.0,507.0,201.0,7.0,58.0,2.0,64.0,0.09171307,0.11148272,32.0,2.04,0,1,0,1,0,0,0,0,1
4277.0,11.0,5.0,132.095,4.0,12.99,24.99,75.96,4.0,12.99,24.99,75.96,5.0,300.0,475.0,208.0,11.0,50.0,2.0,17.0,0.0015310328,0.0012515645,500.0,0.0,0,1,0,1,0,0,0,0,1
4282.0,11.0,5.0,908.6060000000001,10.0,6.99,59.99,230.9,2.0,6.99,59.99,66.98,1.0,300.0,603.0,5.0,1.0,67.0,1.0,24.0,0.026322717,0.026322717,96.0,96.0,0,1,0,1,0,0,0,0,0
4283.0,11.0,5.0,234.205,10.0,59.95,99.99,769.62,3.0,59.95,99.99,234.89,3.0,400.0,498.0,48.0,9.0,57.0,2.0,37.0,0.012118825,0.010001,114.79001,80.0,0,1,0,1,0,0,0,0,0
4290.0,11.0,5.0,1816.516,36.0,4.99,99.99,1344.73,3.0,4.99,7.99,18.97,5.0,13500.0,545.0,82.0,40.0,42.0,2.0,19.0,0.023904663,0.020899888,80.0,80.0,0,1,0,1,0,0,0,0,1
4294.0,11.0,5.0,405.769,6.0,59.99,99.99,479.94,2.0,59.99,99.99,159.98,5.0,4000.0,550.0,413.0,10.0,67.0,2.0,23.0,0.081918865,0.0633232,46.99,44.99,0,1,0,1,0,0,0,0,1
4296.0,11.0,5.0,2550.638,9.0,1.0,30.0,171.98,3.0,1.0,29.99,50.99,4.0,300.0,506.0,222.0,1.0,55.0,2.0,10.0,0.25035766,0.18214937,2.9899998,1.0,0,1,0,1,0,0,0,0,0
4297.0,11.0,5.0,135.241,2.0,19.99,19.99,39.98,1.0,19.99,19.99,19.99,1.0,600.0,597.0,10.0,3.0,45.0,2.0,27.0,0.037787184,0.03338898,29.960001,0.0,0,1,0,1,0,0,0,0,0
4298.0,11.0,5.0,1116.142,7.0,9.99,9.99,69.93,2.0,9.99,9.99,19.98,1.0,4000.0,577.0,81.0,7.0,65.0,1.0,80.0,0.030006,0.020004,0.0,0.0,0,1,0,1,0,0,0,0,1
4305.0,11.0,5.0,803.7819999999999,5.0,329.0,329.0,1645.0,3.0,329.0,329.0,987.0,5.0,4300.0,558.0,257.0,11.0,49.0,2.0,13.0,0.03539957,0.0386768,41.050003,25.050001,0,1,0,1,0,0,0,0,1
4306.0,11.0,5.0,740.693,4.0,39.99,79.99,239.96,2.0,39.99,79.99,119.98,5.0,2500.0,537.0,362.0,3.0,63.0,1.0,12.0,0.12347785,0.04435464,35.0,35.0,0,1,0,1,0,0,0,0,1
4314.0,11.0,5.0,234.731,9.0,9.99,49.99,157.91,9.0,9.99,49.99,157.91,5.0,3400.0,517.0,280.0,29.0,52.0,2.0,38.0,0.0150015,0.010001,0.0,0.0,0,1,0,1,0,0,0,0,1
4316.0,11.0,5.0,629.2719999999999,7.0,199.99,269.99,1661.94,1.0,269.99,269.99,269.99,2.0,1000.0,514.0,47.0,11.0,37.0,1.0,40.0,0.20817451,0.1223184,10.91,10.91,0,1,0,1,0,0,0,0,0
4317.0,11.0,5.0,288.29900000000004,6.0,29.99,39.99,219.94,6.0,29.99,39.99,219.94,5.0,10000.0,550.0,184.0,54.0,36.0,2.0,47.0,0.076215886,0.033344448,0.0,0.0,0,1,0,1,0,0,0,0,1
4322.0,11.0,5.0,988.686,12.0,99.99,109.99,1139.89,3.0,99.99,109.99,309.97,5.0,5000.0,474.0,10.0,20.0,51.0,1.0,10.0,0.027593818,0.028579595,60.0,40.0,0,1,0,1,0,0,0,0,1
